stat rdma operate:
phase
Type:rdma_send, src_node:0, src_port:0, dst_node:684, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:563, src_port:0, dst_node:1247, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:564, src_port:0, dst_node:1248, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:565, src_port:0, dst_node:1249, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:566, src_port:0, dst_node:1250, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:567, src_port:0, dst_node:1251, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:568, src_port:0, dst_node:1252, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:569, src_port:0, dst_node:1253, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:570, src_port:0, dst_node:1254, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:571, src_port:0, dst_node:1255, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:572, src_port:0, dst_node:1256, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:573, src_port:0, dst_node:1257, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:574, src_port:0, dst_node:1258, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:575, src_port:0, dst_node:1259, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:576, src_port:0, dst_node:1260, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:577, src_port:0, dst_node:1261, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:578, src_port:0, dst_node:1262, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:579, src_port:0, dst_node:1263, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:580, src_port:0, dst_node:1264, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:581, src_port:0, dst_node:1265, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:582, src_port:0, dst_node:1266, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:583, src_port:0, dst_node:1267, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:584, src_port:0, dst_node:1268, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:585, src_port:0, dst_node:1269, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:586, src_port:0, dst_node:1270, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:587, src_port:0, dst_node:1271, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:588, src_port:0, dst_node:1272, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:589, src_port:0, dst_node:1273, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:590, src_port:0, dst_node:1274, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:591, src_port:0, dst_node:1275, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:592, src_port:0, dst_node:1276, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:593, src_port:0, dst_node:1277, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:594, src_port:0, dst_node:1278, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:595, src_port:0, dst_node:1279, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:596, src_port:0, dst_node:1280, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:597, src_port:0, dst_node:1281, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:598, src_port:0, dst_node:1282, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:599, src_port:0, dst_node:1283, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:600, src_port:0, dst_node:1284, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:601, src_port:0, dst_node:1285, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:602, src_port:0, dst_node:1286, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:603, src_port:0, dst_node:1287, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:604, src_port:0, dst_node:1288, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:605, src_port:0, dst_node:1289, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:606, src_port:0, dst_node:1290, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:607, src_port:0, dst_node:1291, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:608, src_port:0, dst_node:1292, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:609, src_port:0, dst_node:1293, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:610, src_port:0, dst_node:1294, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:611, src_port:0, dst_node:1295, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:612, src_port:0, dst_node:1296, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:613, src_port:0, dst_node:1297, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:614, src_port:0, dst_node:1298, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:615, src_port:0, dst_node:1299, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:616, src_port:0, dst_node:1300, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:617, src_port:0, dst_node:1301, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:618, src_port:0, dst_node:1302, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:619, src_port:0, dst_node:1303, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:620, src_port:0, dst_node:1304, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:621, src_port:0, dst_node:1305, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:622, src_port:0, dst_node:1306, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:623, src_port:0, dst_node:1307, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:624, src_port:0, dst_node:1308, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:625, src_port:0, dst_node:1309, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:626, src_port:0, dst_node:1310, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:627, src_port:0, dst_node:1311, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:628, src_port:0, dst_node:1312, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:629, src_port:0, dst_node:1313, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:630, src_port:0, dst_node:1314, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:631, src_port:0, dst_node:1315, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:632, src_port:0, dst_node:1316, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:633, src_port:0, dst_node:1317, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:634, src_port:0, dst_node:1318, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:635, src_port:0, dst_node:1319, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:636, src_port:0, dst_node:1320, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:637, src_port:0, dst_node:1321, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:638, src_port:0, dst_node:1322, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:639, src_port:0, dst_node:1323, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:640, src_port:0, dst_node:1324, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:641, src_port:0, dst_node:1325, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:642, src_port:0, dst_node:1326, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:643, src_port:0, dst_node:1327, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:644, src_port:0, dst_node:1328, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:645, src_port:0, dst_node:1329, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:646, src_port:0, dst_node:1330, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:647, src_port:0, dst_node:1331, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:648, src_port:0, dst_node:1332, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:649, src_port:0, dst_node:1333, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:650, src_port:0, dst_node:1334, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:651, src_port:0, dst_node:1335, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:652, src_port:0, dst_node:1336, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:653, src_port:0, dst_node:1337, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:654, src_port:0, dst_node:1338, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:655, src_port:0, dst_node:1339, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:656, src_port:0, dst_node:1340, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:657, src_port:0, dst_node:1341, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:658, src_port:0, dst_node:1342, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:659, src_port:0, dst_node:1343, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:660, src_port:0, dst_node:1344, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:661, src_port:0, dst_node:1345, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:662, src_port:0, dst_node:1346, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:663, src_port:0, dst_node:1347, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:664, src_port:0, dst_node:1348, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:665, src_port:0, dst_node:1349, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:666, src_port:0, dst_node:1350, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:667, src_port:0, dst_node:1351, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:668, src_port:0, dst_node:1352, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:669, src_port:0, dst_node:1353, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:670, src_port:0, dst_node:1354, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:671, src_port:0, dst_node:1355, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:672, src_port:0, dst_node:1356, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:673, src_port:0, dst_node:1357, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:674, src_port:0, dst_node:1358, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:675, src_port:0, dst_node:1359, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:676, src_port:0, dst_node:1360, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:677, src_port:0, dst_node:1361, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:678, src_port:0, dst_node:1362, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:679, src_port:0, dst_node:1363, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:680, src_port:0, dst_node:1364, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:681, src_port:0, dst_node:1365, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:682, src_port:0, dst_node:1366, dst_port:0, priority:7, msg_len:8388608
Type:rdma_send, src_node:683, src_port:0, dst_node:1367, dst_port:0, priority:7, msg_len:8388608
